x,y,z,yaw
0.00435468655499679,-1.4542899023153,0.6,0
0.00435468655499679,-1.4542899023153,0.65,0
0.00435468655499679,-1.4542899023153,0.71,0
0.00435468655499679,-1.4542899023153,0.78,0
0.00435468655499679,-1.4542899023153,0.86,0
0.00435468655499679,-1.4542899023153,0.97,0
0.00435468655499679,-1.4542899023153,1.07,0
0.00435468655499679,-1.4542899023153,1.17,0
0.00435468655499679,-1.4542899023153,1.2,0
0.00870937310999358,-1.40857980463061,1.2,0
0.0130640596649904,-1.36286970694591,1.2,0
0.0174187462199872,-1.31715960926121,1.2,0
0.0217734327749839,-1.27144951157652,1.2,0
0.0261281193299807,-1.22573941389182,1.2,0
0.0304828058849775,-1.18002931620712,1.2,0
0.0348374924399743,-1.13431921852243,1.2,0
0.0391921789949711,-1.08860912083773,1.2,0
0.0376534931780762,-1.0181399567206,1.2,0
0.0337012838155215,-0.97300496893123,1.2,0
0.0297490744529668,-0.92786998114186,1.2,0
0.0257968650904121,-0.88273499335249,1.2,0
0.0271246995792087,-0.799803131807441,1.2,0
0.0318621708339711,-0.755809975093196,1.2,0
0.0353940959779279,-0.716152942877812,1.2,0
0.03807982963153,-0.684353823216094,1.2,0
0.037101018108913,-0.621606732100165,1.2,0
0.0339354435710889,-0.584750942118703,1.2,0
0.0307698690332648,-0.547895152137241,1.2,0
0.0238135989742588,-0.48207112703284,1.2,0
0.0333661597500759,-0.39638041391827,1.2,0
0.025031333432712,-0.3380784439708,1.2,0
0.0103030849946602,-0.25485045455984,1.2,0
0.00344851355652304,-0.16861025649428,1.2,0
0.000856655428853167,-0.11914902940732,1.2,0
-0.00173520269881671,-0.06968780232036,1.2,0
-0.00432706082648658,-0.0202265752334001,1.2,0
0.00624061302239589,0.0479579610752301,1.2,0
0.0179639654092608,0.0940883278301801,1.2,0
0.0296873177961257,0.14021869458514,1.2,0
0.0414106701829906,0.1863490613401,1.2,0
0.0435808659908478,0.24825347883342,1.2,0
0.0421434852109063,0.29596239783792,1.2,0
0.0407061044309648,0.34367131684242,1.2,0
0.0392687236510233,0.39138023584691,1.2,0
0.0378313428710818,0.43908915485141,1.2,0
0.051103137752675,0.51914383103551,1.2,0
0.0661509459096651,0.59367875099867,1.2,0
0.0696327476593654,0.63269647851345,1.2,0
0.0696617070416534,0.71413352719043,1.15,0
0.0662967590173434,0.75753780894942,1.08,0
0.0463399662140079,0.83838374006389,1.01,0
0.0222464984415369,0.89798236718677,0.95,0
0.00720317191832173,0.9349458296965,0.889375,0
-0.000144273186738088,0.9924697965939,0.835,0
-0.00132996286389534,1.03485350741816,0.780625,0
-0.0025156525410526,1.07723721824242,0.72625,0
-0.0151136567533254,1.13109032434025,0.671875,0
-0.0238388021074038,1.22040374783782,0.6175,0
-0.0210848511784482,1.2665572981371,0.563125,0
-0.0204093482783311,1.31130622650841,0.50875,0
-0.0133437885649592,1.39389822082013,0.454375,0
-0.00671093222912643,1.44149942428474,0.4,0
0,1.49778315701677,0.345625,0
0,1.55406688974879,0.29125,0
0,1.61035062248082,0.236875,0
0,1.66663435521285,0.1825,0
0,1.72291808794487,0.128125,0
