x,y,z,yaw
0.0131014309724383,0.0482530051548547,0.3,6.27587890625
0.0131014309724383,0.0482530051548547,1.2,6.27587890625
0.0262028619448767,0.0965060103097094,1.2,6.26857233047485
0.039304292917315,0.144759015464564,1.2,6.26126575469971
0.0524057238897534,0.193012020619419,1.2,6.25395917892456
0.0655071548621917,0.241265025774273,1.2,6.24665307998657
0.0786085858346301,0.289518030929128,1.2,6.23934650421143
0.0948913834305881,0.370382172381927,1.2,6.2301664352417
0.102630486770482,0.419779604293864,1.2,6.22098636627197
0.110369590110376,0.469177036205801,1.2,6.21180629730225
0.133890804084063,0.52313536322084,1.2,6.19467449188232
0.155985539314504,0.567988709529635,1.2,6.1775426864624
0.182297053844295,0.639632300134592,1.2,6.18529462814331
0.196876604258195,0.687459454657191,1.2,6.19304609298706
0.211456154672095,0.73528660917979,1.2,6.20079803466797
0.22220463173667,0.813704312131593,1.2,6.19969081878662
0.224277203272127,0.863661338136255,1.2,6.19858407974243
0.226349774807583,0.913618364140916,1.2,6.19747686386108
0.224414111602984,0.988998836451382,1.2,6.20838689804077
0.221421768374391,1.03890921495127,1.2,6.21929740905762
0.227550993931902,1.0989978211252,1.2,6.23964357376099
0.234312612387876,1.14853851667801,1.2,6.2599892616272
0.2247110603161,1.2323643604229,1.2,6.25776815414429
0.210198986342042,1.28021203235134,1.2,6.25554752349854
0.195686912367984,1.32805970427977,1.2,6.25332641601563
0.181174838393926,1.37590737620821,1.2,6.25110530853272
0.175125401712413,1.44281893462099,1.2,6.2594199180603
0.174207750775988,1.49281051307936,1.2,6.26773452758789
0.173290099839563,1.54280209153772,1.2,6.27604913711548
0.172372448903138,1.59279366999609,1.2,0.00117864902131259
0.166938700974591,1.68426785733166,1.2,0.000956731732003391
0.162270267148429,1.73404943751561,1.2,0.000734814500901848
0.164596485349221,1.79500338614083,1.2,6.2695803642273
0.167960571645123,1.84489008700783,1.2,6.25524044036865
0.169605043231831,1.92930910182191,1.2,6.25040674209595
0.168928175718199,1.97930452011568,1.2,6.2455735206604
0.168251308204566,2.02929993840945,1.2,6.24074029922485
0.167574440690933,2.07929535670322,1.2,6.23590707778931
0.166897573177301,2.12929077499699,1.2,6.23107385635376
0.170029311061297,2.18919341409884,1.2,6.23875904083252
0.17329656350696,2.23908655051515,1.2,6.24644422531128
0.176563815952624,2.28897968693146,1.2,6.2541298866272
0.179831068398287,2.33887282334777,1.2,6.26181507110596
0.180942926517345,2.42680558128058,1.2,6.25374460220337
0.179569522236354,2.47678671532815,1.2,6.24567365646362
0.178196117955362,2.52676784937571,1.2,6.23760318756104
0.192995533153202,2.58630636485262,1.2,6.23278379440308
0.208121428942808,2.63396354979427,1.2,6.22796440124512
0.214931937022699,2.70088728871117,1.2,6.24991369247437
0.216364511025382,2.75086676181491,1.2,6.27186250686646
0.218943821298178,2.80565016384942,1.2,6.27197170257568
0.221384315530528,2.85559056821204,1.2,6.27208089828491
0.223824809762879,2.90553097257466,1.2,6.27219009399414
0.209277858286099,2.9987982218045,1.2,6.26866436004639
0.189392195987615,3.07951820580941,1.2,6.2655668258667
0.180737437633085,3.12876346099023,1.2,6.26246929168701
0.172082679278554,3.17800871617106,1.2,6.25937175750732
0.160905545711089,3.23293907812594,1.2,6.2597861289978
0.150777094288353,3.28190247743376,1.2,6.26020050048828
0.148224015729418,3.35789473684211,1.15,6.25574827194214
0.151641413485765,3.41578947368421,1.08,6.251296043396
0.155058811242112,3.47368421052632,1.01,6.24684429168701
0.141138987053028,3.53157894736842,0.95,6.23963117599487
0.124959140175186,3.58947368421053,0.889375,6.23241806030273
0.108779293297344,3.64736842105263,0.835,6.22520542144775
0.0920567185656897,3.70526315789474,0.780625,6.25084972381592
0.0903200135165153,3.76315789473684,0.72625,6.23053598403931
0.0943894475034193,3.82105263157895,0.671875,6.2102222442627
0.0899010262766239,3.87894736842105,0.6175,6.20945930480957
0.0818484786063464,3.93684210526316,0.563125,6.20869588851929
0.0785912762366149,3.99473684210526,0.50875,6.22178077697754
0.075411313665599,4.05263157894737,0.454375,6.23486566543579
0.058186798517696,4.11052631578947,0.4,6.2637038230896
0.0317662354618394,4.16842105263158,0.345625,6.27344465255737
0.00926557859792901,4.22631578947369,0.29125,0
0.00926557859792901,4.28421052631579,0.236875,0
0.00926557859792901,4.3421052631579,0.1825,0
0.00926557859792901,4.4,0.128125,0
