x,y,z
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.070000000000000284e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.080000000000000293e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.090000000000000302e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.099999999999999201e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.110000000000000320e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.119999999999999218e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.130000000000000338e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.139999999999999236e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.150000000000000355e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.159999999999999254e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.170000000000000373e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.179999999999999272e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.190000000000000391e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.199999999999999289e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.209999999999999298e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.219999999999999307e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.229999999999999316e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.239999999999999325e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.249999999999999334e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.259999999999999343e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.269999999999999352e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.279999999999999361e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.289999999999999369e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.299999999999999378e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.309999999999999387e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.319999999999999396e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.329999999999999405e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.339999999999999414e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.349999999999999423e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.359999999999999432e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.369999999999999440e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.379999999999999449e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.389999999999999458e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.399999999999999467e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.409999999999999476e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.419999999999999485e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.429999999999999494e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.439999999999999503e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.449999999999999512e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.459999999999999520e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.469999999999999529e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.479999999999999538e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.489999999999999547e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.499999999999999556e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.509999999999999565e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.519999999999999574e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.529999999999999583e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.539999999999999591e-01
-1.454289902315299976e+00,-1.456453134450030051e-01,-9.549999999999999600e-01
